ID,Response
ID_ZPMABNVX,0.11944741762697689
ID_WFE91NAA,0.13813986344876955
ID_JV11RBRK,0.04441569112078295
ID_6B7SVKY9,0.4113710201113137
ID_GOVUZ545,0.13666875406116066
ID_A3SFW973,0.06030119023764407
ID_HERGG0GD,0.02871281173941825
ID_S36UV4BY,0.023153305382117385
ID_9E10P1ZZ,0.045745954140414526
ID_2840OCS5,0.01978169158590115
ID_JCTOSHNK,0.18472341422211513
ID_9LLVM41O,0.17777237474430513
ID_TDCG3QVS,0.03922901583042822
ID_2RE3UL3M,0.4146265365138331
ID_62X1U1Q9,0.041881839885886306
ID_79N73FHZ,0.051740516327672334
ID_CUSB2F0K,0.188477883357557
ID_9EAC9BLH,0.41152691497993166
ID_KQNSDF1S,0.036887602960965986
ID_30PH2BQB,0.05139864852603954
ID_1ROZENIZ,0.3183178666301923
ID_14DP6I2K,0.1584937199283678
ID_YBNSBULG,0.17204701712219522
ID_EN6J3AN0,0.7158955737594617
ID_YLNY205A,0.08869516331500768
ID_JN69O071,0.46275710349522625
ID_HMQNRSKW,0.046081374219009666
ID_94W19YVD,0.5187965792765851
ID_3QFCADD4,0.16178491862191263
ID_7SQGAJEV,0.039705893698761145
ID_ORL3J2MS,0.1727288018944862
ID_ZZP16F3C,0.08523497945141209
ID_F1OA5IFK,0.08756991744292812
ID_88ZZH3F8,0.029536632119544222
ID_ECUNIT20,0.7501396197301942
ID_BSF2BAKD,0.05607678729248075
ID_2VMFU08P,0.8090069376072679
ID_F49IFMQZ,0.04145275538234982
ID_S86IE9EC,0.09368141103408145
ID_LXLOIXGQ,0.08276582621483752
ID_QCJ01BWI,0.03676381698172422
ID_MOW0IJ2P,0.05453105458015758
ID_YP1AKCV3,0.081546013076584
ID_KVSACQLG,0.44055558613526696
ID_11N5AFNU,0.03288494624374716
ID_IQZYXI8F,0.10467733786064384
ID_36930STY,0.06686207510168403
ID_D89BUNFW,0.026393691990094937
ID_7BGL0ZAA,0.3505818184767605
ID_F1GDNP7N,0.07912181508526024
ID_Q2XRKOZL,0.01772247039196522
ID_BHN7VSWC,0.12873399593427917
ID_8429NU7K,0.5185949552008025
ID_I2DHJB1L,0.18171723327622266
ID_WKHK4001,0.025148472758992305
ID_5OBUZA1O,0.05985173029365589
ID_41LLBNJQ,0.031073566180267548
ID_KEOWXCCD,0.08302517031208292
ID_0KMNSZWV,0.042817571587474394
ID_UTLEFRXM,0.0902449837103591
ID_16MG7LYH,0.11214336935633873
ID_H24QJ2Q8,0.08840799649740441
ID_NBFRZBCE,0.053824316618887924
ID_XGLL6MQE,0.3999680913459332
ID_3JEDHRBP,0.029173835820091767
ID_DYG2GME5,0.5480576078845533
ID_D0KRDI51,0.25650061678287983
ID_LK6SIOEA,0.059272470391662474
ID_XPY9XDOP,0.035453788129885845
ID_2OTU72O6,0.010723252252692836
ID_KKL65T9F,0.09829543204263189
ID_C6TEGBKE,0.41097819922279866
ID_HW88QYQD,0.16517987938395023
ID_XWQRU9C4,0.012811006583627736
ID_QNQTI39I,0.028078411392559587
ID_LAGANIA8,0.5660624799928132
ID_SU9D6TMM,0.35037846193917893
ID_XZW6L3AQ,0.6892252784003059
ID_F1R1CDPL,0.09361396220895975
ID_SETTONXG,0.1943312994935207
ID_4FVVBY60,0.034999349321282146
ID_FSH3NSNE,0.19758903952015988
ID_MFK6E740,0.26311285877719315
ID_5JNNZ41M,0.02179071784685176
ID_FA3WWG6M,0.08926205451928292
ID_RUNUFFBD,0.08282590337613648
ID_QS6BK27S,0.03289813980414848
ID_M03QVVEJ,0.07013695556824379
ID_IYPIVY3M,0.07587839339994773
ID_ZQIN3XSK,0.04277870658289304
ID_C14G9DKZ,0.22282543059824456
ID_9I5N02TF,0.06954885061404073
ID_GOX7KLAY,0.049019456625893104
ID_UKIXMSOI,0.02567810229624402
ID_TQVUT0WV,0.02256137003774906
ID_MFF0OK76,0.27171212102326286
ID_I41JGE4L,0.15839710460204312
ID_MMMFQO70,0.03957068450520626
ID_QRQFCVY9,0.027541412782170684
ID_TZC3FVBF,0.10648403268819219
ID_4ZIJKL1Y,0.04035237903393459
ID_Z5PT2QQY,0.04019988275699637
ID_62KUVGO0,0.04014149956644864
ID_5EF89O6L,0.05866482509401166
ID_L1TNRLJV,0.01950919557765788
ID_88QP2O5S,0.06534771293217284
ID_RBIF9TW2,0.14881098543645543
ID_1R72D2C3,0.07183008829778167
ID_WPW63DHM,0.056430194650100914
ID_E0E4PSGZ,0.04180249046143705
ID_ZIOSHJQJ,0.020593276189375544
ID_S1VCN5D3,0.32325451138019856
ID_4THPGSRW,0.061519508896288044
ID_S5PA7FN5,0.04001648452458613
ID_QQIV3TL3,0.08034686238318015
ID_FKVOYNMX,0.14247135260734659
ID_HXJPIFTP,0.08758737410106934
ID_0TXHED0N,0.2877384831177285
ID_7NPIVZVQ,0.08713593859014562
ID_7GCYQMR2,0.028064387955327175
ID_XA03Q6JP,0.7524100992438034
ID_31UN0V2R,0.04368309069323742
ID_MMUKWN8H,0.33614425145352106
ID_UCHFK8QY,0.013129097757760184
ID_UOXI4R5B,0.0202797659528244
ID_SO4BANZR,0.015263290065415876
ID_5K4VR5G4,0.060886894544752324
ID_D4KM8GV0,0.04451113658117398
ID_J67W7AMR,0.022629760725044572
ID_WLE6O2Q5,0.024036413983034598
ID_OOT2KY77,0.038340267239008505
ID_7JSRFTSE,0.04904768770892742
ID_9H9CZHED,0.24888615372331407
ID_PAGZAXSJ,0.04066694472434377
ID_EQCF2IKR,0.05373213261705949
ID_0OCNOPRY,0.05604635313668216
ID_XQJP6QHV,0.10861555566223707
ID_7MZRIGE3,0.017717341086759476
ID_FCHZUYZD,0.07649458469224674
ID_W5C52PY7,0.02081657972458472
ID_O4IODBMP,0.057608818227107235
ID_FLU88JWD,0.06514110623854757
ID_8WSFGO9C,0.15983573451621372
ID_B8261IUD,0.09271985959726718
ID_92ZKN54U,0.15841056302429687
ID_LB4WDBEA,0.01702481496241025
ID_VR8MVJOF,0.029955217919896956
ID_7RQHCKUW,0.061476381768445235
ID_2J5F0JVY,0.18180363645067898
ID_6JQCAJ5M,0.03862183546473287
ID_YDFVV8CX,0.030830626219013828
ID_4QQHS4Z7,0.09567436483350095
ID_1YO7KVFJ,0.30202949003331514
ID_HXQVWVH2,0.023203016703871523
ID_J4C5XGYK,0.2885640266120152
ID_L1FHDP7V,0.28636784302415935
ID_0HYXTSTR,0.15749595823023402
ID_21TOSONZ,0.02741552789525269
ID_O6ZPYDJA,0.029585808637361884
ID_6YS39MVJ,0.03478085867548021
ID_HJ7EN631,0.3371603324083683
ID_N4B4MUNQ,0.022236503533152836
ID_4YXG3YOD,0.01616202355834264
ID_LH0UPKQ5,0.07415173251922566
ID_5RLA70KR,0.36712828300562705
ID_WIKMK3WC,0.13086096368005148
ID_NTWIYRX5,0.04847865814645235
ID_2R7HZDO7,0.44707187335047394
ID_WIDZOFKW,0.5261971822767301
ID_OJFY87YR,0.0629794279475112
ID_ND06HWTW,0.05306282953452604
ID_NZCJLQ5D,0.10155683494475917
ID_CA96RE0Y,0.3055499803428031
ID_K1Q567MO,0.16582125826998487
ID_BBKK0W63,0.026049094791219782
ID_5Y2OCIV8,0.044383888179227615
ID_JB20I2ER,0.8861099035525694
ID_D5D7PMTN,0.13992746040788087
ID_SQO9EIS0,0.5193200563092487
ID_GHMZV7CH,0.12468878274254061
ID_38LXC20T,0.03273207026182989
ID_ADE3B0EL,0.12265674496774508
ID_OY2EG5XA,0.1368703930321444
ID_7XTR8KBD,0.14040677971534787
ID_CA749GJJ,0.02588054872103381
ID_YQUIXKV2,0.08360211068448292
ID_QQWWH18P,0.3434050269358926
ID_0FGM7RDK,0.12132645607943565
ID_UQMVD6WA,0.13141053788049195
ID_I8F8T4A6,0.01435092048363883
ID_J4GRRO5P,0.04963789586102994
ID_8C2VAUZJ,0.07316818967028477
ID_E0WPA6TX,0.027850431197818288
ID_TH2651LK,0.052503673715633234
ID_9OZO47NC,0.012440913369949838
ID_L6WDRLVD,0.02714859500921194
ID_W4AS5AAL,0.039640289953752156
ID_2J1WD5IF,0.03051126648602208
ID_XKBOOIEL,0.08745466571266264
ID_MQYN6UIZ,0.04273771531621898
ID_O1AKD1NL,0.1494221706686817
ID_FV3A5O9S,0.3922321947057565
ID_AAHJLUSP,0.10782953754601687
ID_MQLAWFXW,0.06202292132923802
ID_3W1XCBOH,0.03662033646504095
ID_PE6DP9KB,0.057061139706098024
ID_ZAZ44UH6,0.04821454489202988
ID_3N7P6IDH,0.08546105716288965
ID_IBVUZV6V,0.03183266276646941
ID_UC35OUOG,0.13698909469998716
ID_CONY3E3Q,0.027957428819822668
ID_7Y2O8ZSB,0.06749363200082249
ID_3IRWULMV,0.06462476644906683
ID_G52CMIW7,0.06992790053950719
ID_TU5Q71YB,0.17702419541794845
ID_U59RO2FH,0.12801544464209919
ID_SE1PRAII,0.05808780349605611
ID_B93L67NF,0.024305166039496395
ID_9WZ3QDGS,0.09059491729438418
ID_DQ9IZC3X,0.03674279836435132
ID_09WV8II9,0.16957288197657244
ID_LWCYNAL3,0.011910559115331886
